URL;favicon_redirection;request_url_cross_site;iframe;submitting_information_to_email;url_of_anchor_cross_site;number_of_images;security_WOT_status;links_in_tags;ip_address_in_domain;long_url_character;prefix_suffix_in_domain;number_of_subdomain;https_lookup;registration_url_in_WHOIS;domain_registration_length;age_of_domain;result
https://amazon.de.p122421.com/login/1573372838/;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;>= 10 dan <= 20;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://amazon.de.de-prime.info/;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;> 20;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://amazon-php-login-aggiornamento-obbligatorio.ddnsgeek.com/centro_clienti/openid.assoc_handle=978/e1c2a91e8f/page/sella-no-otp/index1.php;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;> 20;tidak aman;> 81%;tidak memiliki;panjang;menggunakan;2;tidak memiliki;terdaftar;> 1 tahun;> 5 bulan;phishing
http://cekpromopesanan.com/;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://sellercentral.amazon.it/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https://sellercentral.amazon.it/home&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=sc_it_amazon_v2&openid.mode=checkid_setup&language=en_IT&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&pageId=sc_it_amazon_v2&openid.ns=http://specs.openid.net/auth/2.0&ssoResponse=eyJ6aXAiOiJERUYiLCJlbmMiOiJBMjU2R0NNIiwiYWxnIjoiQTI1NktXIn0.IfL5O4dRmfisb4UvJS3kxfr7IXig5tnuvR6pgoES_4le1nYI4h5JBA.F7oYQqnmCpqgVt2_.DfP4y_7cUGVx6Bav7Q6bit-3eYoro6eopLWRNWbEySMJ6jitN26SH1Ssf6kG14wV4foFl8VF8vLGQFbrmP0H5FIcGmNxbnNxq5QA-rugXoy-jBce65DkyKs-LgeRlMeF9WkHAm24ECSm-WkZqYZiP5fsKNssHU1_1mh-Hho6DVkg-o0QA7_MtmJ-bBMdW-r4x7Qoh8P60-hPkDaVIoc6J-xlz7pZ1d-IhZYG7xw49wvF81KoaXTrlMeX2jkGMkAYSpHQhg.5937ZfiK0ET_w7XXCPZmgQ;cross site;> 65%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;aman;> 81%;tidak memiliki;panjang;tidak menggunakan;2;tidak memiliki;terdaftar;<= 1 tahun;> 5 bulan;phishing
https://rosiprint.com/156808323-1404895579.html;cross site;> 65%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;>= 10 dan <= 20;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/producto/producto-83/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://aws.amazon.com.signin.login.account.invoice.2331548.spielort-mobiliar.com?Z289MSZzMT02MjEwNjEmczI9MTc0MjU5OTUzJnMzPUdMQg=;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;> 5 bulan;phishing
http://ec2-13-58-239-93.us-east-2.compute.amazonaws.com/Ops.aspx?gz=fbb2&gzh=copenhagen@fighters.dk&gzh1=fbb220191105180331665copenhagen@fighters.dk;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;menggunakan;> 2;tidak memiliki;terdaftar;> 1 tahun;> 5 bulan;phishing
https://app.salesloft.com/t/10833/c/987d1f81-c812-4bd5-9649-6956a80ce7ae/NB2HI4B2F4XXO53XFZQWE2LMNF2HS3TFOR3W64TLFZRW63JP/www-abilitynetwork-com;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;>= 10 dan <= 20;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;2;tidak memiliki;terdaftar;> 1 tahun;> 5 bulan;phishing
https://sales.abilitynetwork.com/t/10833/c/987d1f81-c812-4bd5-9649-6956a80ce7ae/NB2HI4B2F4XXO53XFZQWE2LMNF2HS3TFOR3W64TLFZRW63JP/www-abilitynetwork-com;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;>= 10 dan <= 20;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;2;tidak memiliki;terdaftar;<= 1 tahun;> 5 bulan;phishing
https://www121.ofertoucomprecodeblackfridayveemver.com/ec0f13fd2f15163f71032783ae7ab9de/produto/53430000/ar-condicionado-split-dual-inverter-lg-artcool-12.000-btus-quente-e-frio-220v;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://ixjalo.top/special/moncler.html;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;> 5 bulan;phishing
https://store-ijfg8801k.mybigcommerce.com/ca;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;tidak memiliki;terdaftar;> 1 tahun;> 5 bulan;phishing
https://my3-ne.twork-ref030.pw/home/my3/app/index?id=1287e0fd7fc2c3fbf2d9b9a0b25ad21c1287e0fd7fc2c3fbf2d9b9a0b25ad21c&session=1287e0fd7fc2c3fbf2d9b9a0b25ad21c1287e0fd7fc2c3fbf2d9b9a0b25ad21c#/Store;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;menggunakan;2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://bestshopdubai.com/voscomptes/mabanque.bnpparibas/3de0c17cc8e5d9b3625413c474f14ed9/index.php;on site;> 65%;tidak menggunakan;menggunakan fungsi mailto;> 67%;> 20;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;phishing
http://www.safetyrevfn.top/;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://comer-upgrade.xyz/logins.asp;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://d-cardl.com/;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://vgfyfys.drdfgfs.xyz/;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://32.19.192.35.bc.googleusercontent.com/app/itaumobile/perso/indexfis.php;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;memiliki;panjang;tidak menggunakan;> 2;memiliki;terdaftar;> 1 tahun;> 5 bulan;phishing
http://efgfs.gyiygyfs.xyz/;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://217.59.1.154:8080/boa/login.php4;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;memiliki;pendek;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;> 5 bulan;phishing
http://82.91.17.5/boa/login.php4;on site;< 22%;tidak menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;memiliki;pendek;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://ssl5.fioport.de/vermarktung/spknrw/(S(vmzzfm1pgzlhgzce4lvo4vqu))/login.aspx?ReturnUrl=%2fvermarktung%2fspknrw%2fErrorFallback.aspx%3faspxerrorpath%3d%2fvermarktung%2fspknrw%2fPreviewer.aspx&aspxerrorpath=/vermarktung/spknrw/Previewer.aspx;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://calawex732.temp.swtest.ru/cgi/phpb/;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://ebay-card-error.coffeecup.com/ebay.com.html;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;2;tidak memiliki;terdaftar;> 1 tahun;> 5 bulan;phishing
https://seminuevos-sigma.com/producto/producto-83/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/producto/producto-25/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/producto/producto-66/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://shopfini-short.life/6rBdr;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://teehag.com/product/t-shirt/460330-mechanical-engineer;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;menengah;tidak menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;> 1 tahun;> 5 bulan;phishing
https://teehag.com/product/t-shirt/460256-beer-require-coffee-problem-solving-civil-engineer?refId=24190;cross site;>= 22% dan <= 65%;tidak menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;> 1 tahun;> 5 bulan;phishing
https://teehag.com/product/t-shirt/460373-engineer-because-freakin-is-not-an-official-job-title?refId=24190;cross site;>= 22% dan <= 65%;tidak menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;> 1 tahun;> 5 bulan;phishing
https://www.americanas.blackofertasecreta.com/produto/chosen/134510102/smartphone-samsung-galaxy-a50-android-9-0-tela-6-4-octa-core-128gb-4g-camera-tripla-25mp-5mp-8mp-preto;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://nq90.getenjoyment.net/amzon/check.php;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;2;tidak memiliki;terdaftar;> 1 tahun;> 5 bulan;phishing
https://babocha.s3.us-east-2.amazonaws.com/tantos+-+Copy+(15).html;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;menengah;menggunakan;> 2;tidak memiliki;terdaftar;> 1 tahun;<= 5 bulan;phishing
https://teehag.com/product/t-shirt/460278-everyone-is-created-equal-only-the-finest-become-civil-engineer?refId=24190;cross site;>= 22% dan <= 65%;tidak menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;> 1 tahun;> 5 bulan;phishing
http://aws.amazon.com.signin.login.account.invoice.78415487.siciliastandup.com/amazon/72366949_44459_20/Sign-In.php;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;> 5 bulan;phishing
http://aws.amazon.com.signin.login.account.invoice.21354584.siciliastandup.com?Z289MSZzMT02MjU2NTEmczI9NzIzNjY5NDkmczM9R0xC;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;> 5 bulan;phishing
https://oferta-americanas-blackfriday-mkt.joomla.com/produto/134315981/smartphone-samsung-galaxy-a70-128gb-dual-chip-android-9-0-tela-6-7-octa-core-4g-camera-tripla-32mp-5mp-8mp-uw-wriite.php;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;menggunakan;2;tidak memiliki;terdaftar;> 1 tahun;> 5 bulan;phishing
https://www.bopies.com/;cross site;< 22%;menggunakan;tidak menggunakan fungsi mailto;> 67%;> 20;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;> 5 bulan;phishing
https://www2.amazon.co.jp.tttbhgfdfdsmjhh.xyz/;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;> 2;tidak memiliki;tidak terdaftar;<= 1 tahun;> 5 bulan;phishing
https://wellingandco.com/;cross site;< 22%;menggunakan;tidak menggunakan fungsi mailto;> 67%;> 20;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;> 1 tahun;> 5 bulan;phishing
http://lrhb8.com/statics/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://signin.aws.amazon.com.signin.redirect.uri.https.545135123.iran-emrooz.net/amazon/174257341_269290_20/Sign-In.php;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;> 5 bulan;phishing
http://console.aws.amazon.com.console.home.21854311548.iran-emrooz.net?Z289MSZzMT02MjcwNDAmczI9MTc0MjU3MzQyJnMzPUdMQg=;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;> 2;tidak memiliki;terdaftar;> 1 tahun;> 5 bulan;phishing
http://kopa938zar.de/eBaySignInUsingSSL1pUserIdcopartnerIdsiteidruhttpsmyebaydeebayde/Rechnung11.11.2019.htm;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;>= 0 dan < 2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://powerboutique.email/skins/slgl.ln.lsap.log.3333932110869e3c3e6a4691469ab054d6810e11676a/163788138444.html;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;>= 0 dan < 2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://www2.amazon.co.jp.wwwhajkhbscjh.monster/;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;> 2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://www.ebay.co.uk-online.customer-ukdeskhelp.com/chat/chat?locale=en;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;menengah;menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://www.adidas.com.br/;on site;>= 22% dan <= 65%;tidak menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;> 2;tidak memiliki;terdaftar;> 1 tahun;<= 5 bulan;phishing
https://tiendaonline2.orange.es/store/moviles-apple/iphone6-plus-16gb-oro-seminuevo?utm_source=orange&utm_medium=home&utm_term=buscador&utm_campaign=movil&AAC_PROMO_CODE=38000;cross site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://amazon.de.p122421.com/login/1573372838/;on site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://217.59.1.154:8080/boa/shopping_cart.php;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;memiliki;pendek;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://82.91.17.5/boa/checkout_success.php;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;memiliki;pendek;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://www.ebay.co.uk/itm/2818750339?epid=1352350767&hash=item41y0a4e7e5:miwcrQgfpJCBssPa90oIbuw&var=580845717935;cross site;>= 22% dan <= 65%;menggunakan;menggunakan fungsi mailto;> 67%;> 20;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;2;tidak memiliki;terdaftar;<= 1 tahun;> 5 bulan;phishing
https://sellercentral.amazon.de/ap/signin?clientContext=262-8321894-1963829&openid.return_to=https%3A%2F%2Fsellercentral.amazon.de%2Fgp%2Fhomepage.html&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=sc_de_amazon_v2&openid.mode=checkid_setup&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&ssoResponse=eyJ6aXAiOiJERUYiLCJlbmMiOiJBMjU2R0NNIiwiYWxnIjoiQTI1NktXIn0.1pC6r9oCbFMYb5siNmFNLtCWFdXjwATxeWO_tXuZYdNGFQYyIUGhDw.bhaXAOyyLISw8yY_.C0toxONSwthjrMMWTdHC0kcwT8kxzqoQRmDeTx9E2ncjEHzJ8uYY7ydSadYmhg0T9FybH73uhLDTGVdM2Yc26clkTsa692pAkgZQB3OPsKDotHGQf2w4XDem0qHv0sCwrPa-Gr8NyMGUEFTvWB4A6jmO3_8CLZyvkPfA2PuXgxBn56Dizep9OG8LEo97pMUXMJVV3ieTHm8zXRwq_GE74C8NhvExUM5goM3DW8PKYQsnJ7wgkn57zmR0_5-D6JmKGtY.ZNb0OtX8NWiugxBMZBTybA;cross site;> 65%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://amazon.de.p122421.com/login/1573695844/;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;> 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://sellercentral.amazon.de/ap/signin?openid.return_to=https%3A%2F%2Fsellercentral.amazon.de%2Fgp%2Fhomepage.html&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=sc_de_amazon_v2&openid.mode=checkid_setup&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&ssoResponse=eyJ6aXAiOiJERUYiLCJlbmMiOiJBMjU2R0NNIiwiYWxnIjoiQTI1NktXIn0.beubBPSSkgZUynI6AyzlzJryaxLBIN-wCd1c1vlGnCius4IfC5T8Ig.mgPsai8czfyayhIh.OfXj1q9xDOsb4vU8ICfF7kCcy_MSNYDMnMSu-fcKF6_0UuoNnITmI9v1tbiZ-wh7qvBNOqfTEbgBMp1hpP8c2Y6y1wVO7KouZMAmuLEM1HvEL1tzCzfKyh4u5Eu1zo8nk3qxkp_a7LkgLmZUrEBlg3J1pOiGxY8HWWqAygJShyZNRFpTi0S50Xvl9KopVgsPpoPye-02o6-XoAfhMWg1KLq3MsiHh0M9bYyacPx7Xzw-WUKR0NjLKlfliyhFGoaXiR4.nGHDF_is8ju_Qdan-PsBmw;cross site;> 65%;tidak menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;> 2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://www.ebay.co.uk/itm/2818750339?epid=1352350767&hash=item41y0a4e7e5:miwcrQgfpJCBssPa90oIbuw&var=580845717935;cross site;>= 22% dan <= 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;tidak menggunakan;2;tidak memiliki;tidak terdaftar;<= 1 tahun;> 5 bulan;phishing
http://blacknovember-saldao.com/shopping/NzgwODkzMzA2;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://ebay.com-good-condition-apple-iphone-8-plus-256gb.space-gray.xyz/A634575%25258757hpid=880&hash=item1tg_g_QdX-ng%25252525jgv/;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;menggunakan;> 2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://it-amazon-prime-2019-php.freeddns.org/centro_clienti/openid.assoc_handle=341/;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;menggunakan;2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://ebay.com-item-iphone-7plus-128-gig.zet-matte-jet-black.xyz/A6345759872%252568ghpid=87680&hash=item1eddgg645/;cross site;> 65%;menggunakan;menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;panjang;menggunakan;> 2;tidak memiliki;tidak terdaftar;<= 1 tahun;<= 5 bulan;phishing
http://mehrcardvip.com/wp-includes/ID3/www.alibaba.com/alibaba/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;> 67%;< 10;tidak aman;> 81%;tidak memiliki;menengah;tidak menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;> 5 bulan;phishing
https://seminuevos-sigma.com/producto/producto-87/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/terminos-de-compra/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/carros-usados-en-venta/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;>= 10 dan <= 20;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/precio-de-autos-usados/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;>= 10 dan <= 20;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/autos-seminuevos/page/4/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;>= 10 dan <= 20;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/autos-seminuevos/page/5/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/autos-seminuevos/page/3/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;>= 10 dan <= 20;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/autos-seminuevos/page/2/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;>= 10 dan <= 20;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/autos-seminuevos/page/7/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
https://seminuevos-sigma.com/producto/producto-45/;on site;< 22%;tidak menggunakan;tidak menggunakan fungsi mailto;< 31%;< 10;tidak aman;> 81%;tidak memiliki;pendek;menggunakan;>= 0 dan < 2;tidak memiliki;terdaftar;<= 1 tahun;<= 5 bulan;phishing
